PlayerID,Fname,Lname,Position,Overall,TeamID,Age,Year,InjuryType,InjuryDuration,Potential,PlayerStatus,Hometown
pID61,Alexander,Morton,TE,62,61,20,Junior,,,74,Current,"Dwale,KY"
pID62,Bart,Ruiz,S,74,62,19,Sophomore,,,68,Current,"Joy,IL"
pID63,Anthony,Villarreal,LB,70,63,20,Junior,,,78,Current,"Peever,SD"
pID64,Francisco,Aguilar,RB,85,64,21,Senior,,,40,Current,"Metompkin,VA"
pID65,Carmen,Ferguson,P,55,65,20,Junior,,,50,Current,"Rickardsville,IA"
pID66,Merle,Reeves,OG,41,66,19,Sophomore,,,93,Current,"West Wood,UT"
pID67,Delbert,Hall,OG,59,67,20,Junior,,,98,Current,"Bonny Doon,CA"
pID68,Prince,Obrien,C,72,68,19,Sophomore,,,71,Current,"Clintonville,WI"
pID69,Elmer,McKinney,RB,58,69,20,Junior,,,50,Current,"LaGrange,OH"
pID70,Jesus,Salazar,TE,60,70,18,Freshman,,,55,Current,"Greeneville,TN"
pID71,Joshua,Klein,P,54,71,20,Junior,,,41,Current,"Winchester,ID"
pID72,Rocco,McCoy,TE,70,72,23,Senior,,,56,Current,"Taft Heights,CA"
pID73,Andrew,Allen,LB,64,73,19,Sophomore,,,78,Current,"New Wells,MO"
pID74,Wendell,Mayer,RB,56,74,19,Sophomore,,,66,Current,"Corrales,NM"
pID75,Jeromy,Kelly,DT,52,75,21,Senior,,,56,Current,"Counce,TN"
pID76,Shon,Kelly,OG,92,76,19,Sophomore,,,57,Current,"San Antonio,FL"
pID77,Benedict,Dunn,OG,60,77,19,Sophomore,,,67,Current,"Monongahela,PA"
pID78,Jed,Washington,C,76,78,20,Junior,,,70,Current,"Hampton Bays,NY"
pID79,Chase,McLaughlin,OG,62,79,20,Junior,,,96,Current,"Swedeland,PA"
pID80,Danilo,Sexton,K,53,80,20,Junior,,,55,Current,"Shanor-Northvue,PA"
pID81,Jacinto,Fitzgerald,QB,72,81,19,Sophomore,,,51,Current,"Keenesburg,CO"
pID82,Oswaldo,Larson,K,82,82,22,Senior,,,78,Current,"Broussard,LA"
pID83,Damion,Herrera,RB,83,83,20,Junior,,,64,Current,"Negaunee,MI"
pID84,Jamie,Robinson,WR,60,84,21,Senior,,,80,Current,"Darling,MS"
pID85,Dean,Ortiz,DT,60,85,20,Junior,,,70,Current,"Monrovia,MD"
pID86,Shaun,Sosa,LB,56,86,21,Senior,,,64,Current,"Sylacauga,AL"
pID87,Dwight,Vaughn,DT,80,87,21,Senior,,,53,Current,"Slaughter,LA"
pID88,Dennis,Cooper,CB,78,88,19,Sophomore,,,53,Current,"Hawthorne,NY"
pID89,Russell,Hamilton,OG,100,89,20,Junior,,,78,Current,"Manchester Center,VT"
pID90,Marty,Price,OG,92,90,19,Sophomore,,,53,Current,"North Grosvenor Dale,CT"
pID91,Oliver,Owen,K,64,91,22,Senior,,,53,Current,"Munhall,PA"
pID92,Paul,Watts,WR,71,92,19,Sophomore,,,89,Current,"Lacomb,OR"
pID93,Buddy,Schroeder,OT,80,93,23,Senior,,,76,Current,"Idaho Springs,CO"
pID94,Boris,Obrien,LB,74,94,20,Junior,,,69,Current,"Wray,CO"
pID95,Joel,Green,WR,65,95,19,Sophomore,,,86,Current,"Quinn,SD"
pID96,Kent,McGee,QB,67,96,24,Senior,,,79,Current,"Elliott,MS"
pID97,Ahmed,Schroeder,DT,64,97,21,Senior,,,56,Current,"Peach Orchard,AR"
pID98,Marcelino,Singleton,RB,47,98,22,Senior,,,78,Current,"West Plains,MO"
pID99,Joan,Baker,TE,56,99,19,Sophomore,,,73,Current,"Danbury,TX"
pID100,Perry,Rocha,TE,61,100,20,Junior,,,65,Current,"Williamsfield,IL"
pID101,Edgardo,Black,DT,60,101,20,Junior,,,53,Current,"Kennett Square,PA"
pID102,Lucas,Strickland,LB,52,102,19,Sophomore,,,55,Current,"Uniontown,KY"
pID103,Dannie,Woodward,DE,55,103,20,Junior,,,48,Current,"Vermillion,SD"
pID104,Sonny,Stewart,K,44,104,20,Junior,,,66,Current,"Lincoln,MO"
pID105,Giuseppe,Walton,WR,51,105,18,Freshman,,,72,Current,"Manzano,NM"
pID106,Samual,Daniels,OT,57,106,20,Junior,,,57,Current,"Manati,PR"
pID107,Richard,Patel,S,75,107,20,Junior,,,76,Current,"Knoxville,AR"
pID108,Vicente,Wallace,P,47,108,18,Freshman,,,71,Current,"Hume,IL"
pID109,Theo,Holmes,LB,54,109,21,Senior,,,43,Current,"Lake Providence,LA"
pID110,Pasquale,Cochran,DT,78,110,19,Sophomore,,,65,Current,"Elkridge,MD"
pID111,Forest,Underwood,OG,43,111,21,Senior,,,71,Current,"Amity,OR"
pID112,Zane,Maxwell,C,42,112,20,Junior,,,87,Current,"Cedar Hills,UT"
pID113,Darrel,Vazquez,S,57,113,19,Sophomore,,,53,Current,"Maguayo,PR"
pID114,Marco,Oliver,LB,40,114,18,Freshman,,,58,Current,"Hitchcock,TX"
pID115,Brain,Murphy,K,69,115,21,Senior,,,64,Current,"Pilot Mountain,NC"
pID116,Jewell,Richards,DE,59,116,19,Sophomore,,,49,Current,"Wink,TX"
pID117,Jayson,Spencer,OG,85,117,22,Senior,,,52,Current,"Marland,OK"
pID118,Sebastian,Douglas,OG,48,118,21,Senior,,,71,Current,"Modena,PA"
pID119,Bernie,Carroll,K,47,119,20,Junior,,,73,Current,"Morea,PA"
pID120,Bernard,Carpenter,QB,47,120,21,Senior,,,67,Current,"West Homestead,PA"
pID121,Anton,Cox,WR,64,121,20,Junior,,,69,Current,"Abingdon,MD"
pID122,Shawn,Rodriquez,C,60,122,19,Sophomore,,,67,Current,"Toms Brook,VA"
pID123,Irving,Joseph,TE,57,123,18,Freshman,,,67,Current,"Cairo,MO"
pID124,Reid,White,LB,96,124,20,Junior,,,80,Current,"Mead,CO"
pID125,Hyman,Bernay,OG,69,125,20,Junior,,,60,Current,"Hosston,LA"
pID126,Scot,Terrell,DT,66,126,18,Freshman,,,84,Current,"Reedsville,PA"
pID127,Tristan,Hunter,S,52,127,21,Senior,,,86,Current,"Glasgow,MO"
pID128,Asa,Ferguson,C,49,128,21,Senior,,,68,Current,"Pembroke Pines,FL"
pID129,Lyman,Sharp,RB,72,129,20,Junior,,,82,Current,"Leesburg,VA"
pID130,Kent,Wheeler,K,53,130,20,Junior,,,93,Current,"Bridgeport,WA"
pID131,Deon,Perry,WR,46,131,20,Junior,,,40,Current,"Nubieber,CA"
pID132,Darren,Sweeney,QB,61,132,18,Freshman,,,77,Current,"Midland,MD"
pID133,Max,Keller,TE,59,133,23,Senior,,,65,Current,"Laurinburg,NC"
pID134,Luis,Pacheco,TE,68,134,20,Junior,,,93,Current,"Angostura,SD"
pID135,Damien,Whitley,QB,71,135,21,Senior,,,77,Current,"Hot Springs,AR"
pID136,Hector,Hancock,RB,64,136,21,Senior,,,64,Current,"Chocowinity,NC"
pID137,Charley,Pena,C,98,137,21,Senior,,,53,Current,"E. Lopez,TX"
pID138,Shirley,Sosa,RB,53,138,19,Sophomore,,,61,Current,"Gramling,SC"
pID139,Taylor,Fleming,DE,59,139,21,Senior,,,66,Current,"Basalt,CO"
pID140,Wilbur,Sears,DE,92,140,21,Senior,,,63,Current,"Highland,CA"
pID141,Markus,Pearson,WR,62,141,20,Junior,,,56,Current,"Burr Oak,MI"
pID142,Werner,Walsh,C,55,142,19,Sophomore,,,61,Current,"Oxnard,CA"
pID143,Ralph,Freeman,CB,68,143,20,Junior,,,59,Current,"East Enterprise,IN"
pID144,Robt,Schneider,LB,67,144,20,Junior,,,67,Current,"Malone,WA"
pID145,Ahmed,Dennis,P,51,145,19,Sophomore,,,61,Current,"Collierville,TN"
pID146,Bradly,Rivas,OG,45,146,20,Junior,,,75,Current,"Westdale,TX"
pID147,Jesse,Gonzales,WR,70,147,22,Senior,,,45,Current,"Arab,AL"
pID148,Leonard,Willis,WR,83,148,21,Senior,,,55,Current,"Bondurant,IA"
pID149,Clinton,Phelps,QB,75,149,21,Senior,,,91,Current,"Twin Lakes,CA"
pID150,Kasey,Vega,OG,52,150,21,Senior,,,65,Current,"Castalia,OH"
pID151,Joaquin,Puckett,OG,46,151,20,Junior,,,74,Current,"Neffs,OH"
pID152,Aron,Ryan,S,86,152,20,Junior,,,59,Current,"Riverdale,ND"
pID153,Lazaro,Vaughn,CB,61,153,20,Junior,,,89,Current,"Brazoria,TX"
pID154,Von,Garrison,DE,96,154,18,Freshman,,,51,Current,"Georgetown,SC"
pID155,Terry,Trujillo,QB,51,155,19,Sophomore,,,60,Current,"Cashiers,NC"
pID156,Cletus,Johnston,OT,48,156,20,Junior,,,53,Current,"Hilltop,TX"
pID157,Brady,Payne,RB,57,157,20,Junior,,,65,Current,"Cedar Grove Colony,SD"
pID158,Lloyd,Fitzgerald,DT,52,158,22,Senior,,,69,Current,"Aurora,OR"
pID159,Felton,Shelton,LB,49,159,19,Sophomore,,,54,Current,"Dixon,KY"
pID160,Samuel,Moss,DT,60,160,19,Sophomore,,,73,Current,"Barrville,PA"
pID161,Brock,McIntosh,TE,73,161,20,Junior,,,55,Current,"Sam Rayburn,TX"
pID162,Jeff,McCarthy,CB,58,162,19,Sophomore,,,91,Current,"Mount Lena,MD"
pID163,Larry,Vance,WR,70,163,20,Junior,,,76,Current,"Post,TX"
pID164,Dylan,Slater,OG,66,164,18,Freshman,,,54,Current,"Round Lake Heights,IL"
pID165,Landon,Santana,S,74,165,19,Sophomore,,,94,Current,"Hoisington,KS"
pID166,Damion,Olsen,P,57,166,19,Sophomore,,,67,Current,"Agency,MO"
pID167,August,Walters,RB,54,167,22,Senior,,,55,Current,"St. Cloud,MN"
pID168,Isreal,Cooper,WR,51,168,23,Senior,,,40,Current,"Tyrone,PA"
pID169,Deshawn,Clayton,OT,80,169,19,Sophomore,,,62,Current,"Jennings,MI"
pID170,Lyle,Clarke,C,87,170,19,Sophomore,,,97,Current,"Riley,IN"
pID171,Dwain,Serrano,WR,45,171,19,Sophomore,,,53,Current,"Arthur,ND"
pID172,Ismael,Fletcher,RB,51,172,19,Sophomore,,,55,Current,"Isabella,OK"
pID173,Stanley,Garrett,TE,66,173,20,Junior,,,100,Current,"Randleman,NC"
pID174,Oswaldo,Padilla,TE,98,174,19,Sophomore,,,66,Current,"Ronneby,MN"
pID175,Buddy,Alvarez,OT,65,175,19,Sophomore,,,100,Current,"Central,UT"
pID176,Arnulfo,Rojas,TE,70,176,22,Senior,,,69,Current,"Lithonia,GA"
pID177,Dana,Hanson,OT,55,177,19,Sophomore,,,85,Current,"Buford,GA"
pID178,Robbie,Garrison,K,51,178,20,Junior,,,62,Current,"Crawfordsville,IN"
pID179,Lucas,Dawson,DT,68,179,21,Senior,,,54,Current,"Methuen Town,MA"
pID180,Willie,Morton,K,52,180,19,Sophomore,,,65,Current,"Edwards,CO"
pID181,Caleb,Lyons,WR,58,181,18,Freshman,,,77,Current,"Andover,KS"
pID182,Gilberto,McBride,C,89,182,19,Sophomore,,,75,Current,"Kadoka,SD"
pID183,Gino,Carroll,S,43,183,20,Junior,,,72,Current,"Alvordton,OH"
pID184,Heath,Day,QB,83,184,22,Senior,,,66,Current,"Cedar Glen West,NJ"
pID185,Kory,Sweet,TE,60,185,19,Sophomore,,,40,Current,"Lemitar,NM"
pID186,Sammie,Knight,C,40,186,19,Sophomore,,,68,Current,"Elwood,NJ"
pID187,Ramiro,Delgado,TE,60,187,22,Senior,,,44,Current,"LaGrange,AR"
pID188,Delmar,Burns,C,52,188,22,Senior,,,79,Current,"Vernon Center,NJ"
pID189,Augustus,Hodges,DE,43,189,19,Sophomore,,,56,Current,"West Kennebunk,ME"
pID190,Brock,Turner,K,59,190,20,Junior,,,52,Current,"Lake Tansi,TN"
pID191,Buster,Stevenson,S,77,191,20,Junior,,,78,Current,"Lansing,KS"
pID192,Sterling,Sloan,QB,57,192,19,Sophomore,,,64,Current,"Heritage Lake,IN"
pID193,Lavern,Buchanan,CB,55,193,21,Senior,,,62,Current,"Parsonsburg,MD"
pID194,Brendan,Medina,K,67,194,20,Junior,,,44,Current,"Wellston,MO"
pID195,Willis,Gilbert,DE,60,195,20,Junior,,,80,Current,"Berlin,ND"
pID196,Pat,Wise,K,79,196,24,Senior,,,56,Current,"Birch Creek,AK"
pID197,Claude,Russo,P,86,197,21,Senior,,,90,Current,"Reinbeck,IA"
pID198,Henry,Bradley,C,87,198,24,Senior,,,63,Current,"Caruthers,CA"
pID199,Reed,Morris,RB,40,199,19,Sophomore,,,96,Current,"Fairview,TX"
pID200,Gerardo,Whitney,WR,70,200,20,Junior,,,67,Current,"Underwood,IA"
pID201,Agustin,Alexander,LB,70,201,20,Junior,,,89,Current,"Days Creek,OR"
pID202,Peter,Byrd,OT,58,202,23,Senior,,,59,Current,"Hinckley,MN"
pID203,Bennett,Reyes,WR,70,203,19,Sophomore,,,43,Current,"Oakland,MD"
pID204,Rodolfo,Mendoza,RB,53,204,19,Sophomore,,,86,Current,"Maryhill Estates,KY"
pID205,Desmond,McCann,P,62,205,18,Freshman,,,71,Current,"Ossun,LA"
pID206,Preston,Reid,DE,56,206,20,Junior,,,53,Current,"Vernon,IL"
pID207,Blair,Lyons,CB,53,207,21,Senior,,,65,Current,"Toppenish,WA"
pID208,Cliff,Ramirez,DE,64,208,21,Senior,,,53,Current,"Las Palmas II,TX"
pID209,Santos,Lynch,S,93,209,18,Freshman,,,89,Current,"Union Level,VA"
pID210,Elliott,Sawyer,QB,92,210,18,Freshman,,,71,Current,"Schoolcraft,MI"
pID211,Martin,Zamora,S,56,211,23,Senior,,,69,Current,"Mount Vernon,WA"
pID212,Truman,Boyd,DE,66,212,21,Senior,,,78,Current,"Monroe,GA"
pID213,Bryant,Olsen,DE,73,213,18,Freshman,,,88,Current,"Millerton,IA"
pID214,Rueben,Cunningham,RB,50,214,19,Sophomore,,,90,Current,"Hartland,IL"
pID215,Lenny,Allen,WR,42,215,19,Sophomore,,,55,Current,"Sunrise Beach,MO"
pID216,Micah,Foster,C,64,216,20,Junior,,,81,Current,"Horton,KS"
pID217,Nicolas,Coleman,CB,66,217,19,Sophomore,,,59,Current,"Fort Hall,ID"
pID218,Ethan,Rojas,WR,91,218,19,Sophomore,,,87,Current,"White Hall,WV"
pID219,Zachariah,Monti,K,75,219,18,Freshman,,,72,Current,"Bevier,MO"
pID220,Dario,Cox,S,53,220,20,Junior,,,41,Current,"Lake Zurich,IL"
pID221,Terry,Villarreal,WR,60,221,19,Sophomore,,,56,Current,"Candlewood Orchards,CT"
pID222,Cornell,Mueller,TE,59,222,20,Junior,,,71,Current,"Amity,OR"
pID223,Lou,Warner,P,94,223,21,Senior,,,53,Current,"Centerville,SD"
pID224,Lamar,Smith,QB,41,224,22,Senior,,,94,Current,"Tab,IN"
pID225,Jarod,Roberson,K,70,225,18,Freshman,,,64,Current,"Los Veteranos I,TX"
pID226,Dong,Burgess,RB,62,226,20,Junior,,,62,Current,"Vassar,MI"
pID227,Devin,Sanchez,RB,85,227,20,Junior,,,64,Current,"River Falls,AL"
pID228,Eusebio,Bell,P,57,228,21,Senior,,,80,Current,"Corning,CA"
pID229,Zachariah,Bradley,WR,66,229,21,Senior,,,62,Current,"Goldsboro,NC"
pID230,Roy,McCann,C,61,230,22,Senior,,,73,Current,"Hillside,NY"
pID231,Mathew,Davidson,RB,100,231,21,Senior,,,66,Current,"Gay,GA"
pID232,Rodger,Stewart,DE,61,232,20,Junior,,,76,Current,"Woodman,WI"
pID233,Timothy,McDonald,QB,71,233,20,Junior,,,76,Current,"Alum Rock,CA"
pID234,Trevor,Strong,QB,62,234,20,Junior,,,59,Current,"Ken Caryl,CO"
pID235,Lindsey,Miles,C,64,235,21,Senior,,,94,Current,"Davenport Center,NY"
pID236,Rey,Cook,OG,72,236,21,Senior,,,56,Current,"Canal Winchester,OH"
pID237,Lenny,Elliott,S,54,237,19,Sophomore,,,63,Current,"Archer City,TX"
pID238,Curtis,Salazar,LB,52,238,23,Senior,,,53,Current,"Tea,SD"
pID239,Jan,Palmer,C,73,239,19,Sophomore,,,75,Current,"San Pedro,TX"
pID240,Mary,Brewer,DE,48,240,20,Junior,,,70,Current,"Grass Ranch Colony,SD"
pID241,Raul,Lowe,S,59,241,23,Senior,,,81,Current,"Symerton,IL"
pID242,Lane,Burgess,K,92,242,21,Senior,,,65,Current,"Portland,AR"
pID243,Burton,Singleton,LB,78,243,19,Sophomore,,,54,Current,"Crook,CO"
pID244,Dorian,Madden,S,72,244,18,Freshman,,,58,Current,"Unionville,MT"
pID245,Herschel,Haynes,TE,55,245,20,Junior,,,44,Current,"Fort Towson,OK"
pID246,Walton,Yates,K,52,246,19,Sophomore,,,47,Current,"Laura,OH"
pID247,Kendrick,Chan,K,63,247,19,Sophomore,,,80,Current,"Harrisonville,NJ"
pID248,Dario,Brown,CB,52,248,22,Senior,,,81,Current,"Crawfordville,GA"
pID249,Francisco,Robbins,K,55,249,18,Freshman,,,52,Current,"Kotlik,AK"
pID250,Chet,Chan,C,69,250,19,Sophomore,,,82,Current,"Hampton,VA"
pID251,Virgilio,Newton,P,47,251,19,Sophomore,,,51,Current,"Smyrna,GA"
pID252,Erick,Greene,LB,57,252,20,Junior,,,48,Current,"Minot AFB,ND"
pID253,Kraig,Cooper,CB,52,253,20,Junior,,,47,Current,"Niota,TN"
pID254,Riley,Henderson,QB,42,254,23,Senior,,,74,Current,"Earl Park,IN"
pID255,Guy,Strong,CB,73,255,19,Sophomore,,,54,Current,"Midvale,UT"
pID256,Felipe,Warren,LB,59,256,19,Sophomore,,,78,Current,"Meiners Oaks,CA"
pID257,Kent,Wilcox,DT,66,257,23,Senior,,,55,Current,"Pony,MT"
pID258,Barton,Butler,K,54,258,20,Junior,,,85,Current,"Harvey,MI"
pID259,Seymour,Valenzuela,C,56,259,19,Sophomore,,,76,Current,"Jonesville,SC"
pID260,Clark,Turner,CB,61,260,20,Junior,,,99,Current,"Mission,SD"
pID261,Carmen,Aguilar,S,46,261,19,Sophomore,,,60,Current,"Battle Ground,WA"
pID262,Thaddeus,Pruitt,K,49,1,19,Sophomore,,,43,Current,"Magnolia,NC"
pID263,Galen,Vance,CB,42,2,18,Freshman,,,69,Current,"Moccasin,MT"
pID264,Keenan,Witt,OT,58,3,21,Senior,,,74,Current,"Poston,AZ"
pID265,Ali,Anderson,RB,62,4,19,Sophomore,,,57,Current,"Lonaconing,MD"
pID266,Casey,Stanton,LB,51,5,20,Junior,,,69,Current,"Temecula,CA"
pID267,Scotty,Rhodes,TE,60,6,18,Freshman,,,54,Current,"Pemberville,OH"
pID268,Alexander,McCann,C,51,7,19,Sophomore,,,73,Current,"Woburn,MA"
pID269,Vito,Rosales,WR,64,8,19,Sophomore,,,61,Current,"Red Banks,MS"
pID270,Anton,Miles,WR,53,9,20,Junior,,,70,Current,"Mayhill,NM"
pID271,Santiago,Tran,K,85,10,21,Senior,,,66,Current,"Caulksville,AR"
pID272,Emerson,Lee,C,86,11,23,Senior,,,58,Current,"Portis,KS"
pID273,Bryce,Hawkins,RB,47,12,20,Junior,,,69,Current,"Mabton,WA"
pID274,Brent,Valentine,K,60,13,20,Junior,,,64,Current,"Moran,TX"
pID275,Darin,Allen,LB,51,14,19,Sophomore,,,92,Current,"Canton,KS"
pID276,Colby,Cole,K,56,15,18,Freshman,,,61,Current,"Liberty City,TX"
pID277,Stephan,Rodriquez,P,54,16,21,Senior,,,63,Current,"Union,MO"
pID278,Rogelio,Lawson,DT,53,17,19,Sophomore,,,53,Current,"Boyds,WA"
pID279,Leif,McLaughlin,K,69,18,20,Junior,,,85,Current,"Falcon Heights,MN"
pID280,Angelo,Sanders,K,60,19,18,Freshman,,,62,Current,"Walden,TN"
pID281,Nelson,Thomas,RB,60,20,20,Junior,,,51,Current,"Henderson,IL"
pID282,Jesus,Payne,WR,79,21,19,Sophomore,,,69,Current,"Atlantic Beach,NY"
pID283,Werner,Bailey,P,67,22,21,Senior,,,77,Current,"Kellogg,IA"
pID284,Lester,Hart,DT,76,23,19,Sophomore,,,69,Current,"Canutillo,TX"
pID285,Billy,Summers,TE,72,24,20,Junior,,,63,Current,"Eminence,KY"
pID286,Emilio,Suarez,TE,47,25,22,Senior,,,61,Current,"Jewett,IL"
pID287,Mitchell,Oconnor,DT,64,26,23,Senior,,,64,Current,"Sierra Ridge,CO"
pID288,Irvin,Mercado,WR,62,27,23,Senior,,,94,Current,"Elmore,MN"
pID289,Luke,Rojas,P,59,28,19,Sophomore,,,65,Current,"Earling,WV"
pID290,Long,Pena,S,63,29,20,Junior,,,88,Current,"Honor,MI"
pID291,Cruz,Reyes,OT,45,30,20,Junior,,,64,Current,"Clymer,PA"
pID292,Stewart,Warner,WR,48,31,19,Sophomore,,,66,Current,"Morgan Farm,TX"
pID293,Francis,Alexander,CB,97,32,23,Senior,,,96,Current,"Oakdale,WI"
pID294,Erasmo,Griffin,OT,51,33,20,Junior,,,66,Current,"Kibler,AR"
pID295,Jesse,Hunter,C,46,34,18,Freshman,,,48,Current,"Combined Locks,WI"
pID296,Aron,Preston,P,83,35,20,Junior,,,59,Current,"Sanctuary,TX"
pID297,Stephan,Vincent,DE,53,36,22,Senior,,,70,Current,"Sunrise,FL"
pID298,Isaias,Martinez,LB,96,37,20,Junior,,,95,Current,"Edwardsville,IL"
pID299,Gustavo,Russell,DT,62,38,22,Senior,,,48,Current,"Detroit,AL"
pID300,Bradly,Ortiz,K,62,39,19,Sophomore,,,88,Current,"Gayle Mill,SC"
pID301,Mac,Rosa,WR,66,40,19,Sophomore,,,69,Current,"Rodey,NM"
pID302,Leandro,Dunn,P,54,41,21,Senior,,,65,Current,"Centerport,PA"
pID303,Stan,Cobb,OG,63,42,20,Junior,,,67,Current,"Nolensville,TN"
pID304,Patrick,Robertson,S,44,43,19,Sophomore,,,68,Current,"Arroyo Seco,NM"
pID305,Chet,Freeman,P,64,44,23,Senior,,,73,Current,"Sarles,ND"
pID306,Dorsey,Tyler,OT,87,45,24,Senior,,,52,Current,"D'Hanis,TX"
pID307,Bruno,Wade,OG,54,46,19,Sophomore,,,78,Current,"Madeline,CA"
pID308,Warner,Morton,DE,100,47,21,Senior,,,74,Current,"Echo,OR"
pID309,Moshe,Sexton,K,52,48,19,Sophomore,,,82,Current,"Rock,KS"
